,startdate,adjusted_approve,adjusted_disapprove
660,2018-11-11,42.891754375000005,52.630584375
661,2018-11-12,43.49128166666666,51.875362499999994
662,2018-11-13,43.078564,52.049286
663,2018-11-14,42.84098285714286,52.302256428571425
664,2018-11-15,43.184367692307696,51.54263461538461
665,2018-11-16,44.171502,50.52034
666,2018-11-17,44.128366,50.67151199999999
667,2018-11-18,42.831810000000004,52.15403285714286
668,2018-11-19,44.251501999999995,50.74034
669,2018-11-20,44.991502000000004,49.68034
670,2018-11-21,44.431502,50.040338
671,2018-11-22,43.72955714285714,50.51743428571429
672,2018-11-23,43.631502,50.840340000000005
673,2018-11-24,43.17754166666666,48.95436666666666
674,2018-11-25,42.30110384615385,52.910275384615375
675,2018-11-26,42.52667562500001,51.931416875000004
676,2018-11-27,42.23189666666667,52.86261999999999
677,2018-11-28,43.460631,50.432627000000004
678,2018-11-29,43.29627642857144,51.79383857142857
679,2018-11-30,42.476405,52.7321825
680,2018-12-01,42.511590000000005,51.35037
681,2018-12-02,43.33550375000001,51.86183375
682,2018-12-03,42.989135625,51.18708875000001
683,2018-12-04,43.01714071428572,52.424412857142855
684,2018-12-05,42.686062,52.107780000000005
685,2018-12-06,42.56936411764706,51.68603941176471
686,2018-12-07,42.340939285714285,52.25118571428571
687,2018-12-08,43.52640375,52.55718375
688,2018-12-09,43.72849470588235,52.2821394117647
689,2018-12-10,43.292773749999995,51.71614687500001
690,2018-12-11,43.65611499999999,52.09335928571428
691,2018-12-12,43.0386875,51.884945833333326
692,2018-12-13,41.839133571428576,53.00098071428572
693,2018-12-14,41.83191083333333,53.58721500000001
694,2018-12-15,43.14808166666666,53.25114666666666
695,2018-12-16,42.14469090909091,52.85299909090909
